budget,revenue,original_title,homepage,director,runtime,genres,vote_average,release_year
60000000,50650079,Meet Dave,1,Brian Robbins,90,Comedy|Science Fiction|Adventure|Family,5.1,2008
12000000,40855419,Quarantine,0,John Erick Dowdle,89,Horror|Science Fiction|Thriller,5.3,2008
3500000,5231128,Justice League: The New Frontier,1,Dave Bullock,75,Action|Adventure|Animation|Science Fiction,6.3,2008
12000000,3148182,Two Lovers,0,James Gray,110,Drama|Romance,6.5,2008
25000000,2000000,Passengers,0,Rodrigo GarcÃ­a,93,Drama|Mystery|Thriller|Romance,5.5,2008
27000000,44352417,The Sisterhood of the Traveling Pants 2,0,Sanaa Hamri,117,Adventure|Comedy|Drama|Family,6.0,2008
40000000,9793496,The Express,0,Gary Fleder,130,Drama,7.1,2008
3500000,1115493,Surveillance,1,Jennifer Chambers Lynch,97,Thriller,6.0,2008
16000000,50007546,The Women,1,Diane English,114,Comedy|Drama|Romance,4.6,2008
10000000,22896728,Gong fu guan lan,1,Chu Yen-ping,100,Action|Adventure|Comedy,5.1,2008
2000000,38135878,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,1,Andrey Kravchuk,123,Action|Drama|History|War,6.7,2008
37000000,63800345,Space Chimps,1,Kirk De Micco,81,Animation|Family,5.1,2008
20000000,27640028,Lakeview Terrace,0,Neil LaBute,110,Drama|Crime|Thriller,5.8,2008
8376800,13000000,Jodhaa Akbar,1,Ashutosh Gowariker,213,Action|Adventure|Drama|Foreign|History,7.8,2008
3000000,3830137,Choke,0,Clark Gregg,92,Comedy|Drama,6.1,2008
5000000,1296184,"War, Inc.",1,Joshua Seftel,106,Action|Adventure|Comedy|Thriller,5.5,2008
6000000,2899975,The Wackness,1,Jonathan Levine,99,Drama,6.3,2008
25000000,6673422,What Just Happened,1,Barry Levinson,104,Comedy|Drama,5.1,2008
11500000,69564,Assassination of a High School President,0,Brett Simon,93,Comedy|Crime|Mystery|Thriller,6.2,2008
25000000,14109284,Disaster Movie,1,Jason Friedberg|Aaron Seltzer,87,Action|Comedy,3.3,2008
45000000,9323833,Miracle at St. Anna,0,Spike Lee,160,Thriller|Drama|Action|Crime|War,6.3,2008
20000000,36620508,My Best Friend's Girl,1,Howard Deutch,101,Comedy,5.3,2008
19000000,23550000,Paris,0,CÃ©dric Klapisch,130,Drama,6.3,2008
15000000,3533227,The Midnight Meat Train,1,RyÃ»hei Kitamura,98,Mystery|Drama|Crime|Thriller|Horror,5.7,2008
8000000,2033165,Mutant Chronicles,0,Simon Hunter,111,Action|Adventure|Horror|Science Fiction,5.1,2008
21000000,17600000,Swing Vote,0,Joshua Michael Stern,120,Drama|Comedy,5.7,2008
25100000,29506464,W.,1,Oliver Stone,131,Drama|History,5.6,2008
500000,33456317,Fireproof,1,Alex Kendrick,122,Drama,7.5,2008
7000000,10569964,Smart People,1,Noam Murro,95,Comedy|Drama|Romance,5.5,2008
37000000,100076342,Nim's Island,0,Jennifer Flackett|Mark Levin,96,Adventure|Comedy|Family|Fantasy,5.5,2008
25000000,30000000,Igor,0,Anthony Leondis,87,Animation|Comedy|Family|Fantasy,5.4,2008
27000000,17286299,How to Lose Friends & Alienate People,0,Robert B. Weide,110,Comedy|Romance|Drama,6.0,2008
4000000,530048,Oorlogswinter,1,Martin Koolhoven,103,Drama|History|War,6.8,2008
6000000,391410,While She Was Out,0,Susan Montford,108,Action|Adventure|Drama|Horror|Thriller,4.7,2008
35000000,43650785,Welcome Home Roscoe Jenkins,0,Malcolm D. Lee,114,Comedy|Drama,6.1,2008
9100000,76000000,Ghajini,1,A.R. Murugadoss,183,Action|Drama|Foreign|Mystery|Thriller,6.9,2008
200000,3,Dr. Horrible's Sing-Along Blog,1,Joss Whedon,42,Adventure|Action|Comedy|Science Fiction|Music,7.7,2008
2300000,11100000,Jaane Tu... Ya Jaane Na,1,Abbas Tyrewala,155,Drama|Comedy|Romance,6.4,2008
5000000,4040588,Bottle Shock,1,Randall Miller,110,Comedy|Drama,6.4,2008
6000000,1300000,Julia,0,Erick Zonca,138,Drama,7.1,2008
4180000,11000000,Kismat Konnection,1,Steven Spielberg,153,Drama|Comedy|Romance|Foreign,5.8,2008
2500000,107559,Sleep Dealer,1,Alex Rivera,90,Drama|Science Fiction|Thriller,5.8,2008
15000000,317000,The Yellow Handkerchief,1,Udayan Prasad,102,Drama|Romance,6.6,2008
11000000,15500000,It's Alive,0,Josef Rusnak,80,Horror,4.2,2008
3500000,7700000,Expelled: No Intelligence Allowed,1,Nathan Frankowski,90,Documentary,4.5,2008
140000000,370569774,Captain America: The First Avenger,1,Joe Johnston,124,Action|Adventure|Science Fiction,6.5,2011
15000000,76175166,Drive,0,Nicolas Winding Refn,100,Drama|Action|Thriller|Crime,7.3,2011
125000000,1327817822,Harry Potter and the Deathly Hallows: Part 2,1,David Yates,130,Adventure|Family|Fantasy,7.7,2011
380000000,1021683000,Pirates of the Caribbean: On Stranger Tides,1,Rob Marshall,136,Adventure|Action|Fantasy,6.3,2011
93000000,482860185,Rise of the Planet of the Apes,1,Rupert Wyatt,105,Thriller|Action|Drama|Science Fiction,6.9,2011
150000000,444115007,Thor,1,Kenneth Branagh,115,Adventure|Fantasy|Action,6.5,2011
40000000,173930596,In Time,1,Andrew Niccol,109,Action|Thriller|Science Fiction,6.6,2011
50000000,28931401,Drive Angry,1,Patrick Lussier,105,Fantasy|Thriller|Action|Crime,5.3,2011
40000000,51070807,The Mechanic,1,Simon West,93,Action|Thriller|Crime,6.3,2011
32000000,147332697,Source Code,1,Duncan Jones,93,Thriller|Science Fiction|Mystery,7.0,2011
145000000,694713380,Mission: Impossible - Ghost Protocol,1,Brad Bird,133,Action|Thriller|Adventure,6.7,2011
50000000,142851197,"Crazy, Stupid, Love.",1,Glenn Ficarra|John Requa,118,Comedy|Drama|Romance,6.9,2011
90000000,232617430,The Girl with the Dragon Tattoo,1,David Fincher,158,Thriller|Crime|Mystery|Drama,7.1,2011
27000000,161849455,Limitless,1,Neil Burger,105,Thriller|Mystery|Science Fiction,7.0,2011
150000000,665692281,Kung Fu Panda 2,1,Jennifer Yuh,91,Animation|Family,6.6,2011
80000000,214918407,Just Go With It,1,Dennis Dugan,117,Romance|Comedy,6.3,2011
35000000,117000000,Horrible Bosses,1,Seth Gordon,98,Comedy|Crime,6.4,2011
110000000,299268508,Real Steel,1,Shawn Levy,127,Action|Science Fiction|Drama,6.5,2011
35000000,150483765,Friends with Benefits,1,Will Gluck,109,Comedy,6.5,2011
20000000,216197492,Bad Teacher,1,Jake Kasdan,92,Comedy,5.4,2011
125000000,334615000,Sherlock Holmes: A Game of Shadows,1,Guy Ritchie,129,Adventure|Action|Crime|Mystery,6.9,2011
200000000,559852396,Cars 2,1,John Lasseter|Brad Lewis,106,Animation|Family|Adventure|Comedy,5.8,2011
200000000,219851172,Green Lantern,1,Martin Campbell,114,Adventure|Action|Thriller|Science Fiction,5.1,2011
80000000,254455986,The Hangover Part II,1,Todd Phillips,102,Comedy,6.1,2011
25000000,147780440,No Strings Attached,1,Ivan Reitman,108,Comedy|Romance,6.1,2011
130000000,371940071,The Adventures of Tintin,1,Steven Spielberg,107,Adventure|Animation|Action|Family|Mystery,6.6,2011
32500000,288383523,Bridesmaids,1,Paul Feig,125,Romance|Comedy,6.5,2011
36000000,83160734,Hall Pass,1,Bobby Farrelly|Peter Farrelly,105,Comedy,5.4,2011
50000000,260095987,Super 8,1,J.J. Abrams,112,Thriller|Science Fiction|Mystery,6.6,2011
82000000,89792502,Sucker Punch,1,Zack Snyder,110,Action|Fantasy|Thriller,5.9,2011
42000000,89162162,Red Riding Hood,1,Catherine Hardwicke,100,Thriller,5.5,2011
110000000,712171856,The Twilight Saga: Breaking Dawn - Part 1,1,Bill Condon,117,Adventure|Fantasy|Romance,5.8,2011
6500000,17693675,Shame,1,Steve McQueen,100,Drama,6.9,2011
55000000,187361754,Mr. Popper's Penguins,1,Mark Waters,94,Comedy|Family,5.7,2011
32000000,54674226,The Tree of Life,1,Terrence Malick,139,Drama|Fantasy,6.5,2011
50000000,144492830,I Am Number Four,1,D.J. Caruso,109,Action|Thriller|Science Fiction|Adventure,6.0,2011
90000000,484635760,Rio,1,Carlos Saldanha,96,Animation|Adventure|Comedy|Family,6.5,2011
15000000,133432856,The Artist,1,Michel Hazanavicius,100,Drama|Comedy|Romance,7.2,2011
80000000,169852759,Zookeeper,1,Frank Coraci,102,Comedy|Romance|Family,5.4,2011
163000000,174822325,Cowboys & Aliens,1,Jon Favreau,119,Action|Science Fiction|Thriller|Western,5.4,2011
66000000,177584879,War Horse,1,Steven Spielberg,146,Drama|War,6.9,2011
8000000,39187783,50/50,1,Jonathan Levine,100,Comedy|Drama,6.8,2011
135000000,245724603,Rango,1,Gore Verbinski,107,Animation|Comedy|Family|Western|Adventure,6.5,2011
52000000,75450437,The Change-Up,1,David Dobkin,112,Comedy,5.9,2011
170000000,185770160,Hugo,1,Martin Scorsese,126,Adventure|Drama|Family,6.8,2011
40000000,85412898,The Lincoln Lawyer,1,Brad Furman,119,Crime|Drama|Thriller,6.9,2011
57000000,149217355,Ghost Rider: Spirit of Vengeance,1,Mark Neveldine|Brian Taylor,95,Action|Fantasy|Thriller,4.7,2011
15000000,59389433,One Day,1,Lone Scherfig,107,Drama|Romance,6.9,2011
66000000,57777106,Killer Elite,0,Gary McKendry,116,Action|Adventure|Thriller,6.0,2011
37000000,96047633,The Rite,1,Mikael HÃ¥fstrÃ¶m,114,Drama|Thriller|Horror,5.7,2011
30000000,14460000,Winnie the Pooh,1,Stephen Anderson|Don Hall,63,Animation|Family,6.8,2011
75000000,132274484,The Three Musketeers,1,Paul W.S. Anderson,110,Adventure|Action|Thriller|Comedy,5.5,2011
8000000,1749457,Chalet Girl,0,Phil Traill,96,Comedy|Romance,6.2,2011
30000000,151119219,Midnight in Paris,1,Woody Allen,94,Fantasy|Comedy|Romance,7.2,2011
60000000,78309131,Priest,1,Scott Stewart,87,Action|Fantasy|Horror|Science Fiction|Thriller,5.3,2011
12000000,22939027,Young Adult,1,Jason Reitman,94,Comedy|Drama|Romance,5.2,2011
25000000,23057115,Warrior,1,Gavin O'Connor,140,Action|Drama,7.6,2011
35000000,82087155,Abduction,1,John Singleton,106,Thriller|Action|Mystery,5.5,2011
30000000,130786397,Unknown,1,Jaume Collet-Serra,113,Action|Mystery|Thriller,6.4,2011
50200000,127869379,The Adjustment Bureau,1,George Nolfi,106,Thriller|Romance|Fantasy,6.4,2011
75000000,226904017,Immortals,1,Tarsem Singh,110,Fantasy|Action|Drama,5.6,2011
250000,3542353,Like Crazy,1,Drake Doremus,90,Drama|Romance,6.4,2011
30000000,36160375,Larry Crowne,1,Tom Hanks,98,Comedy|Romance|Drama,5.6,2011
40000000,97552050,Paul,1,Greg Mottola,104,Adventure|Comedy|Science Fiction,6.4,2011
40000000,60965854,Colombiana,1,Olivier Megaton,108,Action|Thriller|Crime|Drama,6.5,2011
70000000,202466756,Battle: Los Angeles,1,Jonathan Liebesman,116,Action|Science Fiction,5.5,2011
47000000,157887643,Final Destination 5,1,Steven Quale,92,Horror|Mystery,5.9,2011
30000000,2527904,Machine Gun Preacher,1,Marc Forster,129,Action|Thriller|Crime,6.4,2011
79000000,149673788,Jack and Jill,1,Dennis Dugan,91,Comedy,4.2,2011
20000000,30426096,What's Your Number?,1,Mark Mylod,106,Comedy|Romance,6.2,2011
40000000,88100000,Season of the Witch,1,Dominic Sena,95,Adventure|Fantasy|Action,5.2,2011
6400000,35057696,My Week with Marilyn,1,Simon Curtis,99,Drama,6.7,2011
50000000,120081841,We Bought a Zoo,1,Cameron Crowe,124,Drama|Comedy|Family,6.4,2011
30000000,64626786,The Darkest Hour,1,Chris Gorak,89,Horror|Action|Thriller|Science Fiction,4.7,2011
25000000,124272124,The Help,1,Tate Taylor,146,Drama,7.6,2011
25000000,77278331,The Grey,1,Joe Carnahan,117,Action|Drama|Thriller,6.3,2011
50000000,110206216,Moneyball,1,Bennett Miller,133,Drama,6.9,2011
7000000,6038942,We Need to Talk About Kevin,1,Lynne Ramsay,112,Drama|Thriller,7.3,2011
16000000,40492759,The Roommate,1,Christian E. Christiansen,91,Thriller|Drama|Horror,5.5,2011
130000000,554987477,Puss in Boots,0,Chris Miller,90,Action|Adventure|Animation|Family|Fantasy,6.9,2011
120000000,227817248,The Green Hornet,1,Michel Gondry,119,Action|Crime|Comedy,5.4,2011
35000000,59901913,Something Borrowed,1,Luke Greenfield,112,Comedy|Drama|Romance,6.0,2011
90000000,48795021,Conan the Barbarian,1,Marcus Nispel,113,Adventure|Fantasy|Action,5.2,2011
45000000,160078586,Johnny English Reborn,1,Oliver Parker,101,Crime|Adventure|Action|Comedy|Thriller,6.0,2011
60000000,135458097,Contagion,1,Steven Soderbergh,106,Drama|Thriller|Science Fiction,6.1,2011
41000000,7448385,The Big Year,0,David Frankel,100,Comedy,5.4,2011
17000000,43165571,Beastly,1,Daniel Barnz,86,Drama|Fantasy|Romance,6.0,2011
19000000,35387212,A Very Harold & Kumar Christmas,1,Todd Strauss-Schulson,108,Comedy,6.0,2011
35000000,28128670,The Thing,1,Matthijs van Heijningen Jr.,103,Horror|Science Fiction|Mystery|Thriller,6.0,2011
75000000,152930623,Tower Heist,1,Brett Ratner,104,Action|Comedy,5.8,2011
56000000,142044638,New Year's Eve,0,Garry Marshall,118,Comedy|Romance,5.6,2011
49900000,26121638,Your Highness,1,David Gordon Green,102,Adventure|Fantasy|Action|Comedy,5.1,2011
5000000,25562924,Apollo 18,1,Gonzalo LÃ³pez-Gallego,86,Horror|Thriller|Science Fiction,4.9,2011
17000000,24922237,Fright Night,1,Craig Gillespie,106,Horror|Comedy,6.1,2011
130000000,150406466,Happy Feet Two,1,George Miller,100,Music|Family|Animation|Comedy,5.8,2011
40000000,97138686,Scream 4,1,Wes Craven,111,Horror|Mystery,6.0,2011
150000000,38992758,Mars Needs Moms,1,Simon Wells,88,Adventure|Animation|Family,5.5,2011
14350531,3964682,Attack the Block,1,Joe Cornish,88,Action|Comedy|Science Fiction,6.4,2011
21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,1,David Bowers,99,Family|Comedy,6.4,2011
40000000,55247881,Extremely Loud & Incredibly Close,1,Stephen Daldry,129,Drama,7.0,2011
75000000,342695435,Alvin and the Chipmunks: Chipwrecked,1,Mike Mitchell,87,Comedy|Fantasy|Family|Music|Animation,5.5,2011
21000000,970816,The Beaver,1,Jodie Foster,91,Drama,6.0,2011
25000000,10324441,Straw Dogs,1,Rod Lurie,110,Thriller,5.3,2011
10000000,136836156,The Best Exotic Marigold Hotel,1,John Madden,124,Drama|Comedy,6.8,2011
110000000,563749323,The Smurfs,1,Raja Gosnell,103,Animation|Family|Adventure|Comedy|Fantasy,5.5,2011
30000000,63782078,Hanna,1,Joe Wright,111,Action|Thriller|Adventure,6.5,2011
12468389,29007412,A Few Best Men,0,Stephan Elliott,97,Comedy,5.7,2011
5000000,3142154,Flypaper,1,Rob Minkoff,87,Mystery|Comedy|Crime,6.1,2011
3500000,19504039,Margin Call,1,J.C. Chandor,107,Thriller|Drama,6.6,2011
36000000,189712432,Gnomeo & Juliet,1,Kelly Asbury,84,Animation|Family,5.7,2011
15774948,741875,Blitz,1,Elliott Lester,97,Crime|Action|Thriller,6.0,2011
20000000,177243185,The Descendants,1,Alexander Payne,115,Comedy|Drama,6.6,2011
63000000,183953723,Hop,1,Tim Hill,95,Animation,5.4,2011
45000000,24000000,The Rum Diary,0,Bruce Robinson,120,Drama|Comedy,5.5,2011
6000000,19560274,The Guard,1,John Michael McDonagh,96,Action|Comedy|Thriller|Crime,6.6,2011
10000000,17273593,Our Idiot Brother,1,Jesse Peretz,90,Comedy|Drama,5.7,2011
10000000,610986,The Ledge,1,Matthew Chapman,101,Drama|Thriller,5.7,2011
24000000,63543328,Footloose,1,Craig Brewer,113,Drama|Music|Romance,6.5,2011
36000000,9612469,Trespass,0,Joel Schumacher,91,Crime|Drama|Thriller,5.3,2011
25000000,27603069,Carnage,1,Roman Polanski,80,Comedy|Drama,6.9,2011
100000,1776935,Another Earth,1,Mike Cahill,92,Drama|Science Fiction,6.8,2011
12500000,75993061,The Ides of March,1,George Clooney,101,Drama,6.4,2011
195000000,1123746996,Transformers: Dark of the Moon,1,Michael Bay,154,Action|Science Fiction|Adventure,6.1,2011
5000000,205703818,Paranormal Activity 3,1,Henry Joost|Ariel Schulman,83,Horror,6.0,2011
70000000,67112664,The Dilemma,1,Ron Howard,111,Comedy|Drama,5.2,2011
19000000,6928068,Take Me Home Tonight,1,Michael Dowse,97,Comedy|Drama|Romance,6.3,2011
4000000,25345000,A Lonely Place to Die,0,Julian Gilbey,99,Adventure|Action|Thriller|Crime,6.1,2011
45000000,165184237,The Muppets,1,James Bobin,103,Comedy|Family|Music,6.4,2011
27000000,85564310,Spy Kids: All the Time in the World,1,Robert Rodriguez,89,Family|Comedy|Action,4.5,2011
9500000,120000,Trust,1,David Schwimmer,104,Crime|Drama|Thriller,6.5,2011
17000000,12355798,Seeking Justice,0,Roger Donaldson,105,Action|Drama|Thriller,5.9,2011
40000000,45735397,Arthur,1,Jason Winer,110,Comedy|Romance,5.3,2011
25000000,27122040,The Eagle,1,Kevin Macdonald,114,Adventure|Drama,5.9,2011
25000000,34942188,The Sitter,0,David Gordon Green,81,Comedy,5.4,2011
2000000,42070,Rundskop,1,MichaÃ«l R. Roskam,124,Crime|Drama,7.5,2011
15000000,868439,W.E.,1,Madonna,119,Drama|Romance,5.8,2011
750000,78396,The Innkeepers,1,Ti West,102,Horror|Thriller,5.2,2011
8000000,163265,Restless,1,Gus Van Sant,91,Drama|Romance,6.3,2011
7700000,1072602,Coriolanus,0,Ralph Fiennes,123,Drama|Thriller,5.7,2011
35000000,84606030,J. Edgar,1,Clint Eastwood,137,Drama|Crime|History,5.8,2011
30000000,108609310,Sanctum,1,Alister Grierson,108,Action|Thriller,5.7,2011
24000000,30551495,I Don't Know How She Does It,1,Douglas McGrath,89,Comedy,5.2,2011
15000000,27462041,A Dangerous Method,1,David Cronenberg,99,Drama|Thriller,5.9,2011
18000000,47088990,Soul Surfer,1,Sean McNamara,106,Action|Drama,6.9,2011
28000000,40547440,30 Minutes or Less,1,Ruben Fleischer,83,Action|Comedy|Adventure,5.5,2011
4798235,209696,The Awakening,0,Nick Murphy ,107,Drama|Horror|Thriller,6.2,2011
30000000,13521829,Hoodwinked Too! Hood VS. Evil,1,Mike Disa,86,Comedy|Animation|Family,4.9,2011
20000000,17479,5 Days of War,0,Renny Harlin,113,War|Drama,5.9,2011
38000000,114156230,Water for Elephants,1,Francis Lawrence,120,Drama|Romance,6.7,2011
50000000,38502340,Dream House,1,Jim Sheridan,92,Drama|Thriller|Mystery,5.9,2011
10000000,1759252,A Better Life,0,Chris Weitz,98,Drama,6.6,2011
1,1378,"Love, Wedding, Marriage",1,Dermot Mulroney,90,Comedy|Romance,5.3,2011
12000000,972512,Rampart,1,Oren Moverman,108,Crime|Drama|Action|Thriller,5.2,2011
5000000,3099314,Take Shelter,1,Jeff Nichols,120,Thriller|Drama,6.9,2011
8000000,10130000,Prom,1,Joe Nussbaum,104,Comedy,5.8,2011
4317946,14624826,Pina,1,Wim Wenders,106,Documentary,7.2,2011
1000000,34522221,Courageous,1,Alex Kendrick,129,Drama,6.7,2011
40000000,5446000,Black Gold,0,Jean-Jacques Annaud,130,Adventure|Drama,5.6,2011
10000000,3665069,Killer Joe,1,William Friedkin,102,Drama|Thriller,6.3,2011
32000000,83615414,"Big Mommas: Like Father, Like Son",1,John Whitesell,107,Crime|Comedy|Action,5.4,2011
93,2500000,From Prada to Nada,1,Angel Gracia,107,Comedy|Drama|Romance,5.2,2011
37000000,95404397,Dolphin Tale,1,Charles Martin Smith,113,Drama|Family,6.6,2011
29000000,33662874,Xin shao lin si,1,Benny Chan,131,Action|Drama,6.4,2011
125000000,626137675,Fast Five,1,Justin Lin,130,Action|Thriller|Crime,7.1,2011
2500000,3358,Nuit Blanche,0, FrÃ©dÃ©ric Jardin,98,Action|Comedy|Thriller|Romance,5.9,2011
10000000,303877,In the Land of Blood and Honey,1,Angelina Jolie,127,Drama|Romance|War,6.6,2011
4000000,355688,Another Happy Day,0,Sam Levinson,119,Comedy|Drama,6.1,2011
6600000,37710610,Jumping the Broom,1,Salim Akil,112,Comedy,6.3,2011
2000000,13101672,Silent House,0,Chris Kentis|Laura Lau,85,Horror|Mystery,5.2,2011
8000000,100915,Wuthering Heights,1,Andrea Arnold,129,Drama|Romance,5.6,2011
125000,3200000,Your Sister's Sister,1,Lynn Shelton,90,Drama|Comedy,6.3,2011
20000000,17425000,Monte Carlo,0,Thomas Bezucha,109,Adventure|Comedy|Romance,5.9,2011
10831173,10654385,Win Win,1,Tom McCarthy,106,Drama|Comedy,6.8,2011
14000000,46495,Margaret,1,Kenneth Lonergan,149,Drama,5.9,2011
17000000,3696232,The Double,1,Michael Brandt,98,Drama|Action|Thriller|Crime|Mystery,5.9,2011
930000,30905,L!fe Happens,1,Kat Coiro,100,Comedy,5.2,2011
13000000,114956699,The Iron Lady,1,Phyllida Lloyd,105,History|Drama,6.2,2011
4000000,1104682,Red State,0,Kevin Smith,88,Horror|Action|Thriller,5.8,2011
19100000,5728213,The Devil's Double,0,Lee Tamahori,109,Drama|Action|Thriller|Crime|War,6.3,2011
4000000,253899,The Music Never Stopped,1,Jim Kohlberg,105,Drama,7.3,2011
28000000,10126458,Shark Night,1,David R. Ellis,91,Horror|Thriller,5.1,2011
3000000,672648,Hobo with a Shotgun,1,Jason Eisener,86,Action|Comedy|Thriller,5.8,2011
25000000,53213633,Madea's Big Happy Family,1,Tyler Perry,106,Comedy|Drama,6.9,2011
15000000,4627375,Atlas Shrugged Part I,1,Paul Johansson,97,Drama|Thriller|Science Fiction|Mystery,4.8,2011
25000000,11790979,This Must Be the Place,0,Paolo Sorrentino,118,Drama,6.3,2011
8000000,5634828,Albert Nobbs,1,Rodrigo GarcÃ­a,113,Drama,6.1,2011
134005,1332231,Snow Flower and the Secret Fan,1,Wayne Wang,104,History|Drama,4.4,2011
6000000,5206,The Good Doctor,0,Lance Daly,93,Drama|Thriller,4.8,2011
8000,469947,Weekend,1,Andrew Haigh,96,Drama|Romance,7.4,2011
500000,171760,Kill List,1,Ben Wheatley,95,Horror|Thriller|Crime,5.9,2011
13000000,98441954,Justin Bieber: Never Say Never,1,Jon M. Chu,105,Documentary|Music|Family,5.3,2011
17000,101236,Bellflower,1,Evan Glodell,106,Action|Drama|Romance,6.7,2011
10000000,4417580,"Jeff, Who Lives at Home",0,Mark Duplass|Jay Duplass,83,Drama|Comedy,5.9,2011
3000000,22000,The Divide,0,Xavier Gens,112,Science Fiction,5.6,2011
45202,225861,Life in a Day,1,Kevin Macdonald|Zillah Bowes,95,Documentary|Drama,7.3,2011
160000000,344420111,X-Men: First Class,1,Matthew Vaughn,132,Action|Science Fiction|Adventure,7.0,2011
250000,1000000,Louis C.K.: Live at the Beacon Theater,1,Louis C.K.,62,Comedy,7.9,2011
9000000,18663238,Glee: The Concert Movie,1,Kevin Tancharoen,84,Documentary|Music|Family,6.3,2011
20,15,William & Kate,0,Mark Rosman,83,Drama|Romance,5.9,2011
79000000,926287400,The Lord of the Rings: The Two Towers,1,Peter Jackson,179,Adventure|Fantasy|Action,7.8,2002
100000000,876688482,Harry Potter and the Chamber of Secrets,0,Chris Columbus,161,Adventure|Fantasy|Family,7.2,2002
59000000,383257136,Ice Age,1,Chris Wedge|Carlos Saldanha,81,Animation|Comedy|Family|Adventure,6.9,2002
